timestamp,symbol,price,direction,strategy,rsi,ema,volume,result,target_price,target_range
2025-08-24 12:19:03,PUMP,0.002979,down,CHoCH+volume,21.538461538461974,0.002993319195267669,178875311.0,"AI ошибка: Unknown datetime string format, unable to parse: PUMP, at position 0",0.002989,"[np.float64(0.002969), np.float64(0.002959)]"
2025-08-24 12:19:04,SAHARA,0.08706,down,CHoCH+volume,34.246575342466215,0.08744617655432155,3393631.0,"AI ошибка: Unknown datetime string format, unable to parse: SAHARA, at position 0",0.087298,"[np.float64(0.086822), np.float64(0.086584)]"
2025-08-24 12:19:19,BCH,593.26,down,RSI_divergence_bear,48.95833333333346,593.3900259655665,620.322,"AI ошибка: Unknown datetime string format, unable to parse: BCH, at position 0",594.087857,"[np.float64(592.432143), np.float64(591.604286)]"
2025-08-24 12:19:28,SANTOS,2.242,up,CHoCH+volume,71.31147540983619,2.2137407980766075,78175.6,"AI ошибка: Unknown datetime string format, unable to parse: SANTOS, at position 0",2.225143,"[np.float64(2.258857), np.float64(2.275714)]"
2025-08-24 12:19:32,LINK,25.438,down,CHoCH+volume,30.96085409252629,25.590574310226824,110902.21,"AI ошибка: Unknown datetime string format, unable to parse: LINK, at position 0",25.505786,"[np.float64(25.370214), np.float64(25.302429)]"
2025-08-24 12:19:33,1000000MOG,1.1073,down,CHoCH+volume,31.679389312976696,1.111964367675894,29735.5,"AI ошибка: Unknown datetime string format, unable to parse: 1000000MOG, at position 0",1.111071,"[np.float64(1.103529), np.float64(1.099757)]"
2025-08-24 12:19:35,HUMA,0.026827,down,CHoCH+volume,11.487481590574575,0.02713023100928946,4245504.0,"AI ошибка: Unknown datetime string format, unable to parse: HUMA, at position 0",0.026938,"[np.float64(0.026716), np.float64(0.026605)]"
2025-08-24 12:19:50,1000SHIB,0.012884,down,CHoCH+volume,27.184466019417542,0.012927592584888613,41996372.0,"AI ошибка: Unknown datetime string format, unable to parse: 1000SHIB, at position 0",0.012912,"[np.float64(0.012856), np.float64(0.012829)]"
2025-08-24 12:19:59,BRETT,0.05536,down,CHoCH+volume,31.428571428571274,0.05553953481425723,733549.0,"AI ошибка: Unknown datetime string format, unable to parse: BRETT, at position 0",0.055534,"[np.float64(0.055186), np.float64(0.055013)]"
2025-08-24 12:20:00,SAND,0.29278,down,CHoCH+volume,36.73469387755127,0.29337642525407664,306112.0,"AI ошибка: Unknown datetime string format, unable to parse: SAND, at position 0",0.293443,"[np.float64(0.292117), np.float64(0.291454)]"
2025-08-24 12:20:46,USELESS,0.2733,down,CHoCH+volume,30.399999999999693,0.2775834716035357,2716214.0,"AI ошибка: Unknown datetime string format, unable to parse: USELESS, at position 0",0.275393,"[np.float64(0.271207), np.float64(0.269114)]"
2025-08-24 12:21:06,SYN,0.1423,down,CHoCH+volume,27.27272727272704,0.1431642123452836,251263.0,"AI ошибка: Unknown datetime string format, unable to parse: SYN, at position 0",0.142921,"[np.float64(0.141679), np.float64(0.141057)]"
